Title,Description,URL,Category,Type,Curated,Hackaton,Favicon,Metadesc,Cover
TATER POT,A lottery game of hot potato & uncomfortable truths addressing bias + privacy,https://devfolio.co/projects/tater-pot-5ad8,Other,Hackaton,No,ETHBerlin2022,https://devfolio.co/favicons/favicon-196x196.png,A lottery game of hot potato & uncomfortable truths addressing bias + privacy,https://assets.devfolio.co/hackathons/0a78873945124e769d789beab57b4d29/projects/65d577e83aac44c4936bda378db88f49/099837f6-1579-4ea4-8fe9-5c107aa9951c.jpeg
Lens Pocket,Your Lens Profile on iOS in a glance,https://devfolio.co/projects/lens-pocket-ad57,Other,Hackaton,No,ETHBerlin2022,https://devfolio.co/favicons/favicon-196x196.png,Your Lens Profil on iOS in a glance,https://assets.devfolio.co/hackathons/0a78873945124e769d789beab57b4d29/projects/4888dee3526f42a589c122dbd8297b12/b5ea2390-255d-42d9-8c9e-0c105266d525.jpeg
RAP - Reputation Attendance,reputation-based entry for crypto events,https://devfolio.co/projects/rap-reputation-attendance-protocol-0dec,Moderation,Hackaton,No,ETHBerlin2022,https://devfolio.co/favicons/favicon-196x196.png,reputation based entry for crypto events,https://devfolio-og-img.now.sh/**RAP%20-%20Reputation%20Attendance%20Protocol**%3Cbr%2F%3Ereputation%20based%20entry%20for%20crypto%20events.png%3Fmd%3D1%26fontSize%3D75px%26images%3Dhttps%3A%2F%2Fraw.githubusercontent.com%2Fdevfolioco%2Fbrand-assets%2Fmaster%2FLogo%2FLogo%25403x.png%26images%3Dhttps%3A%2F%2Fassets.devfolio.co%2Fhackathons%2F0a78873945124e769d789beab57b4d29%2Fassets%2Flogo%2F853.png
Libertapp,Censorship-resistant DApp Client,https://devfolio.co/projects/libertapp-937b,Developer Tooling,Hackaton,No,ETHBerlin2022,https://devfolio.co/favicons/favicon-196x196.png,Censorship-resistant DApp Client,https://assets.devfolio.co/hackathons/0a78873945124e769d789beab57b4d29/projects/7fbcef8a64c84fb985ad9d9919a4e4dc/61d12615-ee15-4578-8634-536be5b263bb.jpeg
SiC,Tokenized and memetic content sharing and interests network/graph,https://devfolio.co/projects/sic-9f96,Social Media,Hackaton,No,ETHBerlin2022,https://devfolio.co/favicons/favicon-196x196.png,Tokenized and memetic content sharing and interests network/graph,https://devfolio-og-img.now.sh/**SiC**%3Cbr%2F%3ETokenized%20and%20memetic%20content%20sharing%20and%20interests%20network%2Fgraph.png%3Fmd%3D1%26fontSize%3D75px%26images%3Dhttps%3A%2F%2Fraw.githubusercontent.com%2Fdevfolioco%2Fbrand-assets%2Fmaster%2FLogo%2FLogo%25403x.png%26images%3Dhttps%3A%2F%2Fassets.devfolio.co%2Fhackathons%2F0a78873945124e769d789beab57b4d29%2Fassets%2Flogo%2F853.png
Dune & Lens Dashboard,"Dashboard uniting Lens data from the API with Dune data, expanding upon existing visualizations available on Dune with Machine Learning for interesting results",https://devfolio.co/projects/dune-and-lens-dashboard-d418,Analytics,Hackaton,No,ETHBerlin2022,https://devfolio.co/favicons/favicon-196x196.png,"Dashboard uniting Lens data from the API with Dune data, expanding upon existing visualizations available on Dune with Machine Learning for interesting results.",https://assets.devfolio.co/hackathons/0a78873945124e769d789beab57b4d29/projects/07cfd0e99403453b885fa438dfd1e13e/da8b4db3-ca6d-4f48-b2da-d646e2818ce4.jpeg
OpenQ VidQ'S,Bite-sized decentralized coding tutorial videos (that solve actual GitHub issues),https://devfolio.co/projects/openq-vidqs-53e2,Social Media,Hackaton,No,ETHBerlin2022,https://devfolio.co/favicons/favicon-196x196.png,Bite-sized decentralized coding tutorial videos (that solve actual GitHub issues),https://assets.devfolio.co/hackathons/0a78873945124e769d789beab57b4d29/projects/3ea9babb83ba4ceb956f20b3114b4930/fc695313-ba78-44eb-b917-18cfcee03753.jpeg
Hedwig,quantum resistant on chain key exchange algorithm,https://devfolio.co/projects/hedwig-2d30,Other,Hackaton,No,ETHBerlin2022,https://devfolio.co/favicons/favicon-196x196.png,We implemented quantum resistant on chain key exchange algorithm.  For showing  use cases of it we also developed an onchain p2p private messaging app with lens profiles.,https://assets.devfolio.co/hackathons/0a78873945124e769d789beab57b4d29/projects/4a1b5ab99bc940bcac63530dd772c22b/901497ae-e12e-4d59-9c85-88a40b356fbb.jpeg
Bookie Bookie,An NFT marketplace powered by AI serving authors and readers.,https://ethglobal.com/showcase/heptagon-decentralized-music-streaming-1dafa,Other,Hackaton,No,ETHMexico2022,https://ethglobal.com/favicon.png,It is a decentralized music streaming service through NFT's and IPFS data,https://storage.googleapis.com/ethglobal-api-production/projects%2F1dafa%2Fimages%2FHeptagon.png
Heptagon,It is a decentralized music streaming service through NFT's and IPFS data,https://ethglobal.com/showcase/heptagon-decentralized-music-streaming-1dafa,Other,Hackaton,No,ETHMexico2022,https://ethglobal.com/favicon.png,It is a decentralized music streaming service through NFT's and IPFS data,https://storage.googleapis.com/ethglobal-api-production/projects%2F1dafa%2Fimages%2FHeptagon.png
Mixdown,"A dapp for creating collaborative audio on top of Lens Protocol. Fork, remix, add, collect, and collaborate.",https://ethglobal.com/showcase/heptagon-decentralized-music-streaming-1dafa,Other,Hackaton,No,ETHMexico2022,https://ethglobal.com/favicon.png,It is a decentralized music streaming service through NFT's and IPFS data,https://storage.googleapis.com/ethglobal-api-production/projects%2F1dafa%2Fimages%2FHeptagon.png
Lens DAOscourse,We have built a DAO governance platform (Discourse-like) on top of the Lens protocol.,https://ethglobal.com/showcase/lens-daoscourse-g2x07,DAO Tools,Hackaton,No,LFGROW,https://ethglobal.com/favicon.png,We have built a DAO governance platform (Discourse-like) on top of the Lens protocol.,https://storage.googleapis.com/ethglobal-api-production/projects%2Fg2x07%2Fimages%2Flogo512.png
Lenstify,Lenstify is a front-end for Lens with a great interface and many features.,https://ethglobal.com/showcase/lenstify-o736h,Developer Tooling,Hackaton,No,LFGROW,https://ethglobal.com/favicon.png,Lenstify is a front-end for Lens with a great interface and many features.,https://storage.googleapis.com/ethglobal-api-production/projects%2Fo736h%2Fimages%2FScreenshot_2022-03-28_at_19.40.46.png
lenscan,An etherscan for lens & a LIT DAO toolkit. The toolkit allows encrypted data sharing between DApp and DAO,https://ethglobal.com/showcase/lenscan-ejodj,Other,Hackaton,No,LFGROW,https://ethglobal.com/favicon.png,An etherscan for lens & a LIT DAO toolkit. The toolkit allows encrypted data sharing between DApp and DAO,https://storage.googleapis.com/ethglobal-api-production/projects%2Fejodj%2Fimages%2Flogo.png
lens-profile,Take ownership of You with a Web3 Decentralized Identity on Lens Profile,https://ethglobal.com/showcase/lens-profile-o0ebj,Identity,Hackaton,No,LFGROW,https://ethglobal.com/favicon.png,Take ownership of You with a Web3 Decentralized Identity on Lens Profile,https://storage.googleapis.com/ethglobal-api-production/projects%2Fo0ebj%2Fimages%2Flogo-cover.PNG
LensRaffle,Giveaway module for the lens protocol. Easily give some matic to a truly random follower of a profile. Use it for any dapp built on lens.,https://ethglobal.com/showcase/lens-mandala-t9jkr,Developer Tooling,Hackaton,No,LFGROW,https://ethglobal.com/favicon.png,Gradual growth of flowers based on NFT and Lens information can make it easier to see how the community is thriving and how people are connected,https://storage.googleapis.com/ethglobal-api-production/projects%2Ft9jkr%2Fimages%2Flogo.png
Lens Mandala,Gradual growth of flowers based on NFT and Lens information can make it easier to see how the community is thriving and how people are connected,https://ethglobal.com/showcase/lens-mandala-t9jkr,Other,Hackaton,No,LFGROW,https://ethglobal.com/favicon.png,Gradual growth of flowers based on NFT and Lens information can make it easier to see how the community is thriving and how people are connected,https://storage.googleapis.com/ethglobal-api-production/projects%2Ft9jkr%2Fimages%2Flogo.png
Lens Collect Auctions,Run Dutch (decreasing) & English (increasing bids) auctions for collecting Lens posts,https://ethglobal.com/showcase/lens-collect-auctions-5xps5,Developer Tooling,Hackaton,No,LFGROW,https://ethglobal.com/favicon.png,Run Dutch (decreasing) & English (increasing bids) auctions for collecting Lens posts,https://storage.googleapis.com/ethglobal-api-production/projects%2F5xps5%2Fimages%2Ficon.png
Overlens,Personal lens dispatcher with relay and allow list off-chain,https://ethglobal.com/showcase/overlens-bcbt9,Developer Tooling,Hackaton,No,LFGROW,https://ethglobal.com/favicon.png,Personal lens dispatcher with relay and allow list off-chain,https://storage.googleapis.com/ethglobal-api-production/projects%2Fbcbt9%2Fimages%2Foverlens512.png
Regenerative Lens,Enable Lens Protocol to create a social network with positive climate impact and gamified system,https://ethglobal.com/showcase/regenerative-lens-z171e,Other,Hackaton,No,LFGROW,https://ethglobal.com/favicon.png,Enable Lens Protocol to create a social network with positive climate impact and gamified system,https://storage.googleapis.com/ethglobal-api-production/projects%2Fz171e%2Fimages%2FRegenerative_Lens-logos.jpeg
MetaLens,Explore exiting content in Lens Protocol Metaverse using MetaLens,https://ethglobal.com/showcase/metalens-1h9z3,Other,Hackaton,No,LFGROW,https://ethglobal.com/favicon.png,Explore exiting content in Lens Protocol Metaverse using MetaLens,https://storage.googleapis.com/ethglobal-api-production/projects%2F1h9z3%2Fimages%2FUntitledml.png
Summit C,"Using Lens Protocol to create a web3 social media platform for event creators, video streamers, and summit attendees",https://ethglobal.com/showcase/summit-c-lens-events-team-naf06,Events,Hackaton,No,LFGROW,https://ethglobal.com/favicon.png,"Using Lens Protocol to create a web3 social media platform for event creators, video streamers, and summit attendees @leelakrishnan @fifestarr thanks  @davidesilverman for his feedback",https://storage.googleapis.com/ethglobal-api-production/projects%2Fnaf06%2Fimages%2Faidroid.png
LensBook,"Book club in a book as NFTs powered by Lens, Lit, and Polygon 📚 ⛓",https://ethglobal.com/showcase/lensbook-9w7r5,Other,Hackaton,No,LFGROW,https://ethglobal.com/favicon.png,"Book club in a book as NFTs powered by Lens, Lit, and Polygon 📚 ⛓",https://storage.googleapis.com/ethglobal-api-production/projects%2F9w7r5%2Fimages%2Flogo_v2.jpg
Hacklens,"A decentralised social network that allows hackathon organizers, builders & sponsors to form lasting creative relationships and support each other",https://ethglobal.com/showcase/hacklens-rx3gy,Social Media,Hackaton,No,ETHAMSTERDAM,https://ethglobal.com/favicon.png,"A decentralised social network that allows hackathon organizers, builders & sponsors to form lasting creative relationships and support each other as they build the future of Web3 together",https://storage.googleapis.com/ethglobal-api-production/projects%2Frx3gy%2Fimages%2FGroup_187.png
Lensterdam,"Engaging push notifications for The Lens Protocol with EPNS, TheGraph and POAP",https://ethglobal.com/showcase/lensterdam-iikda,Developer Tooling,Hackaton,No,ETHAMSTERDAM,https://ethglobal.com/favicon.png,"Engaging push notifications for The Lens Protocol with EPNS, TheGraph and POAP",https://storage.googleapis.com/ethglobal-api-production/projects%2Fiikda%2Fimages%2F3.png
lensurance,collect module for lens protocol which only allows a single collect per person.,https://ethglobal.com/showcase/lensurance-kyphr,Developer Tooling,Hackaton,No,ETHNEWYORK 2022,https://ethglobal.com/favicon.png,collect module for lens protocol which only allows a single collect per person.,https://storage.googleapis.com/ethglobal-api-production/projects%2Fkyphr%2Fimages%2F512%20(1).png
Lens Subgraph with EPNS,Basic subgraph with EPNS on Lens protocol. Handle emitted events and read IPFS data to store it on graph level.,https://ethglobal.com/showcase/lens-subgraph-with-epns-1gwt3,Developer Tooling,Hackaton,No,ETHNEWYORK 2022,https://ethglobal.com/favicon.png,Basic subgraph with EPNS on Lens protocol. Handle emitted events and read IPFS data to store it on graph level.,https://storage.googleapis.com/ethglobal-api-production/projects%2F1gwt3%2Fimages%2F32164337.png
lens-it,App that lets you make private publications on Lens Protocol.,https://ethglobal.com/showcase/lens-it-f7xof,Other,Hackaton,No,HACKFS 2022,https://ethglobal.com/favicon.png,App that lets you make private publications on Lens Protocol.,https://storage.googleapis.com/ethglobal-api-production/projects%2Ff7xof%2Fimages%2FUntitled%20design%20(1).png
Lensgame,A decentralised game and in-game item marketplace built on Lensprotocol.,https://lensgame-marketplace.vercel.app/,Other,Hackaton,No,HACKFS 2022,https://lensgame-marketplace.vercel.app/lensgame.png,Airdrop tokens to your Lens protocol followers with Lensdrop,https://lensgame-marketplace.vercel.app/lensgame.png
Bloglens,"Bloglens, a Blogging Platform where creators own what they write and can monetise their writing.",https://ethglobal.com/showcase/bloglens-zmyd1,Other,Hackaton,No,HACKFS 2022,https://ethglobal.com/favicon.png,"Bloglens, a Blogging Platform where creators own what they write and can monetise their writing. ",https://storage.googleapis.com/ethglobal-api-production/projects%2Fzmyd1%2Fimages%2Flogo.png
Lensblog,Mind Tales is a Blogging platform build on top of the Lens protocol. We used GraphQl API provided by Lens Protcol to build Mind Tales.,https://ethglobal.com/showcase/lens-blog-83q6s,Other,Hackaton,No,HACKFS 2022,https://ethglobal.com/favicon.png,Mind Tales is a Blogging platform build on top of the Lens protocol. We used GraphQl API provided by Lens Protcol to build Mind Tales.,https://storage.googleapis.com/ethglobal-api-production/projects%2F83q6s%2Fimages%2FMind%20Tales.png
LensLibrary,"A scientific hub for share your ideas, write your opinion, own your content and be rewarded for your contribution",https://ethglobal.com/showcase/lens-library-v08g8,Other,Hackaton,No,ETHMexico2022,https://ethglobal.com/favicon.png,"A scientific hub for share your ideas, write your opinion, own your content and be rewarded for your contribution",https://storage.googleapis.com/ethglobal-api-production/projects%2Fv08g8%2Fimages%2Fphoto_2022-08-20%2023.13.44.jpeg
SocialLens,"An immersive VR social app in which people can share, experience, discover and collect any NFT contents to their own wallet.",https://ethglobal.com/showcase/socialens-gkoom,Other,Hackaton,No,ETHMexico2022,https://ethglobal.com/favicon.png,"SociaLens is an immersive VR social app in which people can share, experience, discover and collect any NFT contents to their own wallet.",https://storage.googleapis.com/ethglobal-api-production/projects%2Fgkoom%2Fimages%2FSocialLens.png
LensDAO,Lens DAO is a smart contract for building DAOs whose governance token is a FollowNFT from Lens Protocol,https://showcase.ethglobal.com/daohacks/lens-dao-w2n20,DAO Tools,Hackaton,No,DAOHacks2022,https://showcase.ethglobal.com/favicon.png,"Lens DAO is a smart contract for building DAOs whose governance token is a FollowNFT from Lens Protocol. It uses OpenZeppelin's IGovernor interface because it is battle-tested and a standard, but replaces IVotes with the Lens Protocol FollowNFT's built-in capabilities.",https://storage.googleapis.com/ethglobal-api-production/projects/w2n20/images/LensDao.png
Lens manager,,https://ethglobal.com/showcase/lens-manager-qwneh,Other,Hackaton,No,ETHMexico2022,https://ethglobal.com/favicon.png,Management tool for lens. Makes it possible to post to an account without holding the NFT in that wallet,https://storage.googleapis.com/ethglobal-api-production/projects%2Fqwneh%2Fimages%2FLens%20Manager.png
Lenstube,LensTube is a decentralized video sharing platform built using Lens Protocol and Livepeer,https://lenstube.xyz,Social Media,Hackaton,Yes,LFGROW,https://assets.lenstube.xyz/images/favicons/apple-touch-icon.png,Lenstube is a decentralized video-sharing social media platform built with Lens protocol.,https://assets.lenstube.xyz/images/seo/og.png
Flourish,Flourish is a @LensProtocol interface that helps people meeting IRL exchange their Lens profiles effortlessly.,https://flourish-delta.vercel.app,Other,Hackaton,No,ETHNEWYORK 2022,https://flourish-delta.vercel.app/favicon.png,,
Lenster,Social media application,https://lenster.xyz,Social Media,Hackaton,Yes,LFGROW,https://lenster.xyz/favicon.svg,"Lenster is a composable, decentralized, and permissionless social media web app built with Lens Protocol 🌿",https://assets.lenster.xyz/images/og/logo.jpeg
Kontour,,https://www.kontour.io,Other,Hackaton,No,DAOHacks2022,https://www.kontour.io/favicon.svg,Growing your protocol's ecosystem is hard. Find talent and build reputation with Kontour's grant application and evolving badges.,https://kontour-prod.s3.us-west-1.amazonaws.com/grants/unfurlgrants.png
Sepana,Search layer for Lens posts,https://lens.sepana.io,Developer Tooling,Hackaton,Yes,LFGROW,https://lens.sepana.io/favicon.png,,
Lens Booster,Lens Booster is an engage to earn protocol,https://lensbooster.xyz,Other,Hackaton,No,ETHAMSTERDAM,https://lensbooster.xyz/apple-touch-icon.png,Lens Booster | Engage to earn protocol,
LensAlert,Lens notifications in Telegram,https://lensalert.me,Other,Application,No,,https://lensalert.me/static/favicon.png,LensAlert sends real-time notifications for any lens handle activity on telegram.,
LensAI,"LensAI is a text2Image NFT generator, you can monetize your beautiful AI creations",https://thegallerydao.vercel.app/login,Other,Application,No,,https://thegallerydao.vercel.app/favicon.png,,
MashMesh,"On https://social.mashmesh.knn3.xyz/, you can put in anyone's ENS / Lens handle name / Ethereum address to explore one's social relationship on Lens protocol. Not like the traditional list view, in LensOnMashMesh, you can explore social relations in graph style, which means you can literally see the original view of the social network.",https://social.mashmesh.knn3.xyz/,Identity,Application,No,ETHBogota2022,https://social.mashmesh.knn3.xyz/logo192.png,Mashmesh is an explorer for discovering the verifiable relationships between identities and more in Web3 multiverse. Use Mashmesh to compile your relationship mesh and explore the new frontier.,
Meetvers,Find friends with similar Web3 footprint,https://meetvers.io/,Other,Application,No,,https://meetvers.io/apple-touch-icon.png,Algorithmic community building. Your very first Web3 networking platform,https://res.cloudinary.com/topmonks/image/upload/v1661178712/meetvers.io/about_preview.png
Embed,Easily embed Lens post anywhere,https://embed.withlens.app,Other,Application,Yes,,https://embed.withlens.app/favicon.png,"One-click embeds for all your links posts, mirrors & comments. Bring your content anywhere, effortlessly!",https://embed.withlens.app/_next/static/media/card.763216ec.jpg
Lens Hotlink,Links to Lens Protocol posts/profiles that open in the user's preferred frontend,https://open.withlens.app,Developer Tooling,Application,Yes,,https://open.withlens.app/favicon.png,"Lens Protocol content can be rendered with multiple frontends. Using Hotlink, users always get their favourite one.",https://open.withlens.app/_next/static/media/card.d0694d9d.jpg
Reflect,Reflect your Lens posts to Twitter,https://reflect.withlens.app,Other,Application,Yes,,https://reflect.withlens.app/favicon.png,Reflect automatically cross-posts everything you share on Lens to Twitter. So you can finally delete the bird app.,https://dex7zx2kn25te.cloudfront.net/1bc6b09a-3a8f-48d5-8f23-d49ad7e40381/images/card.jpg
Garden,Links only your Lens followers can access,https://garden.withlens.app,Other,Application,Yes,,https://garden.withlens.app/favicon.png,"Grow your Lens following by providing exclusive content, or enable ""charge to follow"" to generate some revenue from your content.",https://garden.withlens.app/_next/static/media/card.f21bc334.jpg
Lensta,Feed of the most recent images posted on Lens Protocol ,https://www.lensta.xyz/,Social Media,Application,Yes,,https://www.lensta.xyz/favicon.png,Enjoy all of the images uploaded to Lens Protocol via various apps,https://lensta.xyz/twitterCard.jpg
LensPort,"Discover, collect, and sell posts. Invest in creators you support.",https://lensport.io,Other,Application,Yes,,https://lensport.io/lensport_icon.png,Lens Protocol's Marketplace,
Ooh La La,"Music NFT aggregator that provides a single interface
for discovering, streaming, and interacting with music NFTs.",https://www.oohlala.xyz,Other,Application,No,,https://www.oohlala.xyz/apple-touch-icon.png,Stream music NFTs. Discover and curate your own taste of web3 artists and their collections.,https://www.oohlala.xyz/assets/img/oohlala-twitter-card.png
wavWRLD,Building infrastructure to enable unique musical experiences that connect artist with their true fans,https://wavwrld.com,Other,Application,No,,https://wavwrld.com/favicon.png,,
Lensmo,"Send NFTs/tokens to any social account, no wallet required",https://www.lensmo.xyz,Other,Application,No,ETHOnline2022,https://www.lensmo.xyz/favicon.svg,,
zkGraph,"StarkNet and Lens Protocol compatible smart contracts-based social graph, fully composable and user-owned",https://www.zkgraph.xyz,Other,Application,No,,https://uploads-ssl.webflow.com/631891b26283f026dc778d82/631a4dd485606408a394ef2a_zkGraph-webclip.png,"The zkGraph protocol is a verifiable and privacy-centric Web3-based knowledge graph protocol that evolved from the Lens Protocol architecture, together with ZK-STARKs proofs on the StarkNet L2 and L3",
